Question,Acurracy global,Precision_0,Recall_0,F1_score_0,Support_0,Precision_1,Recall_1,F1_score_1,Support_1,Precision_2,Recall_2,F1_score_2,Support_2
"3,4,5,14,21,24,25,26,27,29,30,32,48,49,51,54,55,58,59,60,62,63,66,68,70,75,78,83,85,86,87,89,90,91,94,95,96,98,100,101",64.1025641025641,0.5,0.45454545454545453,0.47619047619047616,11,0.6875,0.7857142857142857,0.7333333333333334,14,0.6923076923076923,0.6428571428571429,0.6666666666666666,14
"3,4,5,14,21,24,25,26,27,29,30,32,48,49,51,54,55,58,59,60,62,63,66,68,70,75,78,83,85,86,87,89,90,91,94,95,96,98,100,101",64.1025641025641,0.5,0.45454545454545453,0.47619047619047616,11,0.6875,0.7857142857142857,0.7333333333333334,14,0.6923076923076923,0.6428571428571429,0.6666666666666666,14
"3,4,5,14,21,24,25,26,27,29,30,32,48,49,51,54,55,58,59,60,62,63,66,68,70,75,78,83,85,86,87,89,90,91,94,95,96,98,100,101",64.1025641025641,0.5,0.45454545454545453,0.47619047619047616,11,0.6875,0.7857142857142857,0.7333333333333334,14,0.6923076923076923,0.6428571428571429,0.6666666666666666,14
"3,4,5,14,21,24,25,26,27,29,30,32,48,49,51,54,55,58,59,60,62,63,66,68,70,75,78,83,85,86,87,89,90,91,94,95,96,98,100,101",64.1025641025641,0.5,0.45454545454545453,0.47619047619047616,11,0.6875,0.7857142857142857,0.7333333333333334,14,0.6923076923076923,0.6428571428571429,0.6666666666666666,14
